Name	sense	antisense	total	RNAseq	div	copies	length
L1M4	29	0	29	0	27.589	492	202.163
Lx8	29	0	29	0	23.604	368	151.519
L1MA9	29	0	29	0	18.277	136	250.934
MLT2D	18	11	29	0	23.819	430	141.591
Lx8b	13	15	28	50.42	16.556	138	68.804
LX3	11	16	28	97.25	7.658	811	255.448
OldhAT1	28	0	28	0	14.542	351	313.442
Lx6	1	27	27	842.81	12.106	186	110.124
PB1D10	25	1	27	3039.86	12.656	61	61.033
X12_DNA	10	17	27	288.14	12.119	8376	746.991
rnd-6_family-2584#Unknown	23	5	27	734.75	22.62	700	104.65
PB1D9	16	12	27	21.61	22.822	6782	392.965
L1MA4	3	24	27	61.23	17.813	4185	406.537
MLT2B5	27	0	27	14.41	14.26	52	60.673
rnd-6_family-1482#Unknown	1	25	26	713.14	6.608	499	46.906
L1MD	11	15	26	4653.44	10.464	66	55.197
rnd-6_family-4531#Unknown	0	26	26	165.68	13.544	560	59.311
PB1D7	0	26	26	0	26.216	405	316.709
rnd-6_family-1486#Unknown	20	5	26	3.6	19.185	132	561.644
ORR1D1	25	1	26	7.2	22.431	1525	100.376
B4A	17	9	26	0	25.669	1128	190.78
MT2A	9	17	26	925.65	7.382	186	64.323
ORR1D1	26	0	26	0	24.128	71	142.254
rnd-5_family-4035#Unknown	1	25	25	0	10.6	1	46
L1MA9	10	15	25	28.81	21.134	1010	119.196
Lx6	25	0	25	79.24	16.885	294	76.884
rnd-1_family-294#Unknown	25	0	25	0	23.588	4972	148.811
L1MA4	25	0	25	0	23.925	818	149.44
L1MC3	24	0	24	46.82	16.49	790	210.447
L2	0	24	24	14.41	20.733	2271	367.445
RMER5	0	24	24	0	24.333	712	137.544
B4	18	6	23	1148.95	21.285	92	132.152
rnd-1_family-216#Unknown	18	6	23	165.68	19.475	20	78.95
PB1D9	12	11	23	118.86	21.168	783	73.208
rnd-1_family-232#Unknown	5	18	23	14.41	24.769	3538	138.347
rnd-6_family-3788#LTR/ERVK	10	13	23	28.81	13.058	222	405.505
L1M2	1	20	22	154.87	16.11	581	115.041
PB1D7	3	20	22	158.48	13.488	139	130.201
MLT2B5	12	10	22	0	23.173	1273	332.786
B4	11	10	21	4127.59	13.624	2141	175.164
rnd-6_family-2417#Unknown	2	19	21	82.84	19.364	629	181.293
RMER5	0	21	21	21.61	22.71	5029	293.658
Lx8	11	10	21	21.61	24.425	10335	148.296
L3	14	6	21	18.01	16.003	541	396.288
RodERV21-int	21	0	21	0	24.232	82	301.268
B4	21	0	21	0	15.417	262	85.573
X17_LINE	0	21	21	0	22.052	305	121.187
B4A	0	21	21	212.5	16.289	87	275.575
ORR1D1	0	21	21	1120.14	4.306	580	275.678
B4A	3	18	21	75.64	16.924	230	429.987
rnd-6_family-2647#Unknown	1	19	20	205.3	11.485	1781	121.395
OldhAT1	20	0	20	0	24.507	300	275.957
rnd-6_family-1111#Unknown	0	19	19	14.41	17.4	5	61.6
MTD	1	19	19	25.21	20.772	40	109.35
MTD	19	0	19	3.6	11.999	214	374.86
rnd-6_family-3734#Unknown	0	19	19	0	26.292	544	327.276
L2c	11	8	19	1134.55	16.69	213	147.39
B4	16	2	18	32.42			
rnd-6_family-119#Unknown	0	18	18	0	14.64	10	62.6
PB1D10	14	4	18	144.07	25.698	13067	215.843
rnd-6_family-7676#Unknown	0	18	18	14.41	13.092	431	52.086
rnd-6_family-3288#LTR/ERVK	9	9	18	0	25.179	371	223.199
LTR81A	0	17	18	21.61	21.257	4604	110.669
tRNA-Lys-AAG	6	12	18	0	17.496	420	362.31
rnd-1_family-153#Unknown	6	12	18	0	19.448	296	192.453
rnd-6_family-6709#Unknown	17	0	17	0			
MIRb	6	11	17	7.2	14.597	153	323.935
ORR1D1-int	16	1	17	878.82	16.387	333	332.565
LTR16A	3	14	17	0	21.279	19	200.158
B4A	16	0	16	26494.36	11.238	1390	219.36
MTEa	2	13	16	0	21.672	1481	351.025
ORR1E	3	13	16	7.2	27.337	32825	259.154
B4A	4	12	16	28.81	20.763	876	238.255
rnd-5_family-1004#Unknown	0	16	16	18.01	26.058	6176	249.831
rnd-6_family-320#Unknown	0	16	16	3.6	24.276	3253	158.898
B4A-2	0	16	16	432.21	18.063	93	387.484
Lx6	9	8	16	104.45	8.311	292	338.363
rnd-6_family-490#Unknown	0	15	15	50.42	16.161	71	75.254
PB1D10	6	8	15	93.65	24.084	2924	116.398
LX3	0	15	15	0	25.085	420	228.257
rnd-6_family-1738#Unknown	0	14	14	97.25	17.332	494	143.927
L1MB8	7	7	14	338.56	22.067	2809	100.893
Lx9	12	2	14	183.69	7.25	8	54.625
PB1D7	0	14	14	349.37	17.517	6	64.667
rnd-6_family-5205#Unknown	0	14	14	68.43	11.233	635	89.521
PB1D10	8	6	14	7.2	11.067	3	66
UCON17	7	7	14	255.72	24.525	2686	549.958
MT2A	3	12	14	46.82	23.838	12913	115.074
B4A	0	14	14	0	25.843	5104	183.51
rnd-6_family-6733#Unknown	5	9	14	75.64	15.169	864	361.457
LTR40a	0	14	14	3.6	20.533	1016	221.788
B4A	14	0	14	0	26.991	556	200.379
rnd-1_family-327#Unknown	0	14	14	7.2	22.402	198	317.545
MLT2B5	14	0	14	1516.33	3.065	179	64.654
Eutr10	0	14	14	25.21	15.638	292	142.771
MLT2B1	0	13	13	302.55	16.88	317	202.527
ORR1E	0	13	13	111.65	17.645	53	90.83
rnd-6_family-1025#Unknown	3	10	13	0			
MT2A	4	9	13	0	25.82	3940	237.343
X12_DNA	0	13	13	0	24.991	160	145.106
B4	2	12	13	0	26.872	1593	201.678
LX3	13	0	13	75.64	8.285	211	378.659
rnd-6_family-278#LTR/ERVL	0	11	12	558.27	14.506	9739	199.19
B4	0	12	12	190.89	17.369	223	159.61
ORR1E	12	0	12	252.12	20.638	1323	394.628
MamRep4096	0	11	12	695.13	14.937	755	177.824
rnd-6_family-105#Unknown	0	12	12	0	23.331	939	212.728
rnd-6_family-6264#Unknown	12	0	12	0	16.746	41	203.902
MLT1A1	8	4	12	0	26.174	3162	217.162
MTD	10	2	12	0	28.574	699	417.655
L2	0	12	12	3.6	17.445	139	246.849
rnd-6_family-11873#Unknown	7	4	12	0	25.108	1696	221.93
ORR1D1-int	12	0	12	61.23	20.69	69	353.174
MT2A	12	0	12	0	24.001	333	234.664
L1M4	9	2	11	788.78	5.36	151	92.185
MER2	2	9	11	399.79	6.108	447	82.329
B4	11	0	11	151.27	7.879	258	68.244
rnd-6_family-109#Unknown	9	2	11	0	26.691	5799	198.902
MLT1C	10	1	11	0	24.378	4008	137.337
ORR1D1-int	10	1	11	0	28.011	3861	255.879
ORR1D-int	11	0	11	0	23.604	308	267.873
rnd-6_family-7316#Unknown	10	0	10	54.03	16.489	174	264.759
rnd-6_family-307#Unknown	10	1	10	32.42			
MER58B	0	10	10	0			
rnd-5_family-126#Unknown	10	0	10	14.41	22.479	1024	102.576
rnd-6_family-2339#LINE/L1	3	7	10	61.23	19.522	49	82.449
PB1D10	3	6	10	194.49	5.574	3205	89.525
B4	10	0	10	28.81	19.264	557	185.815
Lx8	0	10	10	3.6	21.578	3855	110.429
rnd-6_family-1008#Unknown	10	0	10	0	24.908	2225	281.968
rnd-6_family-1842#Unknown	0	10	10	0	25.444	736	179.644
PB1D10	8	2	10	7.2	21.175	1759	247.352
rnd-4_family-438#Unknown	10	0	10	21.61	20.952	204	340.299
MTD	9	1	10	0	23.768	554	226.726
B4A	7	3	10	248.52	22.789	1011	91.391
MLT2B5	10	0	10	0	25.512	420	113.974
rnd-1_family-344#Unknown	0	10	10	0	26.871	115	230.53
L1MC1	2	7	9	0	11.5	3	44.333
B4A	3	6	9	7.2	26.241	10501	215.117
rnd-6_family-4768#Unknown	9	0	9	14.41	16.78	622	463.304
rnd-6_family-4145#LINE/L1	5	4	9	1473.11	15.715	307	83.684
rnd-6_family-678#Unknown	0	9	9	0	27.722	795	231.118
Tigger19b	9	0	9	0	23.601	2403	129.607
rnd-5_family-528#Unknown	9	0	9	0	23.841	298	142.111
B4	0	9	9	0	18.794	315	71.787
L1MC1	2	6	8	806.79	16.66	1315	300.102
B4A	0	8	8	223.31	12.24	247	86.591
rnd-6_family-3032#Unknown	0	8	8	90.04	17.177	335	123.293
rnd-5_family-154#Unknown	3	6	8	266.53	23.499	1477	322.106
ORR1D1-int	8	0	8	82.84	17.597	884	149.601
B4	0	8	8	0	24.37	479	226.01
rnd-6_family-2406#Unknown	0	8	8	0	28.2	1299	284.514
L3	2	6	8	0	23.194	3780	246.636
rnd-4_family-122#Unknown	2	6	8	0	26.75	1394	213.745
MTD	0	8	8	0	21.852	486	195.111
L1MEg	2	6	8	0	24.484	220	161.764
rnd-6_family-8237#Unknown	8	0	8	190.89	16.459	63	279.079
MTD	1	6	8	0	19.35	795	359.433
rnd-6_family-2148#LINE/L1	0	7	7	7.2	16.564	87	79.437
rnd-6_family-1092#Unknown	7	0	7	75.64	16.007	2921	254.952
rnd-5_family-548#Unknown	0	7	7	39.62	22.864	29922	330.083
rnd-6_family-1750#Unknown	7	0	7	0	24.044	842	245.487
Lx9	0	7	7	0	24.739	753	280.417
MTD	1	6	7	3.6	23.894	843	191.93
Lx7	7	0	7	932.85	16.653	70	178.714
Charlie24	2	5	7	0	27.526	91	155.835
RodERV21-int	1	6	7	18.01	14.962	367	608.956
rnd-5_family-524#Unknown	0	6	6	482.63	16.279	253	80.668
B4	0	6	6	43.22	16.379	19	86.737
rnd-6_family-8648#Unknown	0	6	6	93.65	19.761	272	112.559
ORR1E	4	1	6	64.83	13.894	109	100.073
PB1D11	6	0	6	122.46	15.597	1068	114.679
B4A	0	6	6	28.81	4.872	58	80.017
L1PB4	0	6	6	82.84	23.065	448	131.132
Lx9	6	0	6	129.66	15.727	33	70.909
ORR1E	1	5	6	136.87	23.233	2922	134.725
rnd-5_family-1606#Unknown	6	0	6	3.6	20.962	2117	217.331
B4A	6	0	6	61.23	9.924	448	112.478
rnd-6_family-426#Unknown	0	6	6	403.39	15.315	1113	159.751
ORR1D1	5	1	6	0	17.199	229	285.581
ORR1D1	0	6	6	0	26.334	1371	229.542
Lx6	6	0	6	0	26.295	236	91.309
X6B_LINE	6	0	6	0	25.177	1175	111.901
MLT1B	0	6	6	0	18.947	468	285.421
ORR1D1	1	5	6	43.22	16.328	897	162.399
B4	6	0	6	0	25.25	540	220.244
L1ME1	5	0	5	14.41	24.05	2	103
LTR50	0	5	5	151.27	10.125	672	58.461
rnd-6_family-283#Unknown	3	2	5	3.6	26.094	799	450.673
rnd-5_family-520#Unknown	0	4	5	1354.25	14.458	5765	194.067
rnd-6_family-4047#Unknown	0	5	5	0	26.257	966	166.776
rnd-1_family-312#Unknown	5	0	5	93.65	24.317	1357	230.934
rnd-6_family-2520#Unknown	0	5	5	0	21.862	405	221.768
B4A	0	5	5	0	21.406	155	324.723
rnd-5_family-547#Unknown	2	3	5	93.65	23.117	1961	150.325
rnd-6_family-11811#LTR/ERVK	5	0	5	3.6	13.522	151	388.51
Lx8b	0	5	5	0	23.443	218	253.752
Charlie1a	5	0	5	0	25.512	942	113.285
MLT1J	5	0	5	0	24.194	344	292.913
ORR1D1	1	4	5	1883.71	20.465	1175	125.313
rnd-6_family-3706#Unknown	0	4	4	79.24	19.685	293	107.874
rnd-5_family-1013#Unknown	0	4	4	3.6	20.012	232	150.522
rnd-5_family-489#Unknown	0	4	4	3817.84	11.769	1618	261.998
rnd-5_family-730#Unknown	4	0	4	16236.62	11.756	34	95.382
rnd-6_family-4870#Unknown	4	0	4	0	18.648	25	86.68
rnd-4_family-1217#Unknown	0	4	4	0	16.7	1	53
rnd-6_family-1525#Unknown	2	2	4	6238.2	14.714	22	51.5
rnd-6_family-419#Unknown	3	1	4	46.82	22.299	3968	351.629
Tigger19b	4	0	4	0	25.181	2777	301.668
Lx8	0	4	4	0	25.893	869	107.931
rnd-6_family-1050#Unknown	4	0	4	7.2	22.255	1606	162.674
Lx9	4	0	4	10.81	19.162	1107	313.515
Lx7	1	3	4	21.61	18.093	559	187.107
PB1D10	4	0	4	0	25.827	304	167.013
Lx9	4	0	4	2459.98	14.983	796	77.666
MER57D	4	0	4	0	25.6	2505	177.765
rnd-6_family-2853#Unknown	0	4	4	3.6	21.327	103	194.33
rnd-1_family-323#Unknown	1	3	4	223.31	17.966	114	448.868
L1M3	0	4	4	0	20.53	112	109.098
rnd-6_family-10699#Unknown	4	0	4	0	24.942	180	257.239
rnd-1_family-330#Unknown	1	3	4	3.6	18.868	426	206.608
U6	0	4	4	0	26.581	204	115.52
MTD-int	4	0	4	0	24.77	191	229.455
Charlie1a	0	4	4	7.2	20.007	340	83.956
Eutr10	4	0	4	0	25.394	366	207.473
LX3	0	4	4	673.52	14.164	1641	162.002
B4A	0	3	3	36.02	20.086	71	91.535
rnd-6_family-2521#Unknown	2	1	3	277.33	16.237	664	407.434
rnd-4_family-75#Unknown	2	1	3	3371.22	11.88	1473	487.598
B4	3	0	3	479.03	10.245	92	60.152
B4	1	2	3	306.15	15.336	204	110.642
rnd-6_family-3148#Unknown	1	2	3	1289.42	23.107	13079	146.598
rnd-4_family-212#Unknown	3	0	3	302.55	22.545	10328	186.61
B4A	3	0	3	3.6	18.982	1546	1276.257
hAT-5_Mam	0	3	3	0	24.551	2086	171.812
Lx8	2	1	3	7650.08			
rnd-5_family-191#Unknown	3	0	3	356.57	17.21	3218	158.407
L1MEg	3	0	3	0	12.964	660	102.542
L1M1	0	3	3	10.81	25.926	3620	218.995
MamRTE1	0	3	3	0	24.887	95	231.316
MTD	0	3	3	43.22	12.346	491	184.022
L1MEg	3	0	3	0	22.925	356	227.169
PB1D9	0	3	3	3.6	11.517	195	249.251
L1MA5	0	3	3	0	18.149	500	82.426
rnd-5_family-1190#Simple_repeat	3	0	3	3.6	23.533	1328	135.566
rnd-4_family-142#Unknown	0	2	2	46.82	14.44	45	116.267
L1MEc	0	2	2	3.6			
rnd-6_family-2577#Unknown	2	0	2	673.52	15.61	154	233.506
rnd-5_family-768#Unknown	2	0	2	212.5	13.646	308	103.63
B4A	0	2	2	547.46			
B4	2	0	2	25.21	6.7	1	103
rnd-6_family-1333#Unknown	0	2	2	154.87	12.969	1042	245.658
MER33	0	2	2	43.22	8.651	442	53.233
rnd-6_family-40#Unknown	0	2	2	237.71	13.568	691	122.842
tRNA-Ala-GCY_	0	2	2	947.26	12.436	366	93.505
rnd-6_family-6277#Unknown	0	2	2	0	24.534	4515	85.934
rnd-5_family-5270#Unknown	2	0	2	0	29.401	1792	210.668
rnd-6_family-512#Unknown	0	2	2	0	20.856	332	307.084
Lx8	0	2	2	0	26.172	792	162.462
L1MEg	0	2	2	0	23.933	415	198.325
ORR1D1	2	0	2	0	22.971	448	159.161
X6B_LINE	1	1	2	187.29	15.558	224	448.009
L1M3	0	2	2	0	26.348	232	183.457
ORR1D1	0	1	2	0	25.352	797	163.035
ORR1D1	2	0	2	43.22	21.591	673	82.743
ORR1D1	0	2	2	18.01	17.837	202	197.515
ORR1D1	0	2	2	0	22.255	1246	154.476
rnd-1_family-351#Unknown	2	0	2	0	19.322	82	60.695
rnd-1_family-262#Unknown	1	1	2	0	21.166	644	220.988
MTEa	2	1	2	0	27.126	849	216.423
rnd-6_family-6866#Simple_repeat	1	1	2	410.6			
ORR1D1	0	2	2	39.62	13.539	170	325.147
rnd-6_family-1488#Unknown	1	0	1	0	18.872	262	102.844
rnd-5_family-829#Unknown	1	0	1	0	18.332	37	70.351
rnd-6_family-3928#Unknown	0	1	1	21.61			
rnd-6_family-4384#Unknown	1	0	1	0			
rnd-6_family-6995#Unknown	1	0	1	7333.13	13.833	2225	186.386
rnd-6_family-17#Unknown	1	0	1	0	22.417	6	90.333
L1MB3	1	0	1	75.64	9.174	27	55.704
L1MA6	1	0	1	3212.75	8.253	58	81.534
rnd-6_family-10315#Unknown	1	0	1	158.48	14.096	1010	148.826
rnd-6_family-544#Unknown	0	0	1	3061.47			
rnd-5_family-687#Unknown	0	1	1	0	24.228	3337	120.079
Lx9	1	0	1	0	24.116	387	150.473
MIRb	0	1	1	118.86	19.302	1570	212.883
rnd-5_family-397#Unknown	0	1	1	0	25.837	2531	174.179
MLT1A0	0	1	1	36.02	18.252	723	226.203
rnd-4_family-88#Unknown	1	0	1	0	21.097	359	215.067
rnd-5_family-307#Unknown	1	0	1	0	23.69	573	156.871
L1MA6	1	0	1	0	24.007	802	99.193
rnd-6_family-174#Unknown	1	0	1	0	24.884	3029	88.936
L1M2	1	0	1	68.43	12.198	354	119.367
rnd-1_family-277#Unknown	1	0	1	3.6	24.701	3939	116.021
rnd-6_family-920#Unknown	1	0	1	0	25.406	1045	196.463
rnd-6_family-3507#Unknown	0	1	1	0	27.66	367	131.232
rnd-6_family-3208#Unknown	1	0	1	21.61	25.203	2480	213.112
rnd-6_family-897#Unknown	1	0	1	3.6	25.694	339	191.847
rnd-5_family-28#Unknown	1	0	1	7.2	18.532	277	288.025
rnd-6_family-1508#Unknown	1	0	1	0	28.533	670	172.355
rnd-5_family-141#Unknown	1	0	1	0	19.955	196	59.867
B4	0	1	1	0	23.589	566	199.519
Lx6	1	0	1	0	26.426	317	220.965
PB1D9	1	0	1	129.66	22.437	745	286.878
MTE2b	1	0	1	0	26.344	930	204.232
PB1D7	0	1	1	0	16.81	140	234.921
LFSINE_Vert	0	1	1	151.27	12.446	593	97.052
rnd-6_family-2098#Unknown	1	0	1	0	21.695	168	177.679
LX3	0	1	1	0	21.809	1368	306.801
UCON105	1	0	1	0	27.441	449	195.728
rnd-6_family-282#Unknown	1	0	1	0	27.043	202	172.109
X6B_LINE	1	0	1	0	7.784	43	32.465
ORR1E	1	0	1	0	25.529	200	225.345
rnd-1_family-310#Unknown	1	0	1	651.91	18.917	116	269.578
rnd-6_family-5249#Unknown	0	1	1	360.17	26.53	238	265.513
rnd-3_family-13#Simple_repeat	1	0	1	6288.63	18.066	1495	88.448
ORR1D1	1	0	1	7.2	21.515	810	239.359
rnd-1_family-186#Unknown	0	1	1	0	21.991	289	103.038
rnd-4_family-568#Unknown	0	0	0	0	14.2	5	56.8
L1MC	0	0	0	90.04	14.067	9	116.333
rnd-6_family-2573#Unknown	0	0	0	0	13.5	1	52
B4	0	0	0	244.92	16.956	2275	204.724
rnd-6_family-7895#Unknown	0	0	0	68.43	15.733	3	95.333
rnd-4_family-546#Unknown	0	0	0	3.6	19.544	1641	80.149
Lx10	0	0	0	7.2	23.502	1752	241.382
L1MB5	0	0	0	0	27.289	3215	192.208
Lx8	0	0	0	3.6	13.585	511	225.337
rnd-4_family-418#Unknown	0	0	0	32.42	5.606	464	358.198
LTR82A	0	0	0	10.81	25.137	21488	157.607
rnd-6_family-4855#Unknown	0	0	0	14.41	20.951	407	67.894
rnd-6_family-1844#Unknown	0	0	0	10.81	20.212	517	113.899
B4	0	0	0	216.1	16.094	161	58.199
B4	0	0	0	0	21.217	809	162.286
X12_DNA	0	0	0	0	26.135	252	195.437
B4	0	0	0	0	26.673	572	227.983
L1MA4	0	0	0	2676.09			
MTD	0	0	0	248.52	16.695	146	49.541
rnd-6_family-439#Simple_repeat	0	0	0	0	25.104	2651	92.164

