Name	sense	antisense	total	RNAseq	div	copies	length
rnd-6_family-3574	15	127	142	0	25.502	282	349.972
MIR	109	32	141	18.9	13.898	915	2210.117
MER31A	89	51	140	13.5	13.489	749	603.629
L1MA5	138	2	140	0	20.623	1615	110.658
L1-3_Cpo	130	10	140	27	17.882	357	105.272
HAL1-2C_Cpo	42	95	138	13.5	15.881	611	1100.753
ERV1A-CPo_I-int	104	32	136	2.7	21.015	2969	393.263
STRIDE_Cpo	102	33	135	2.7	16.066	306	859.797
L2a	107	27	134	16.2	14.843	497	498.748
HAL1-2C_Cpo	8	122	131	3502.45	19.813	156	307.577
STRIDE_Cpo	121	9	130	3281.02	13.769	178	54.736
STRIDE_Cpo	121	9	130	4822.96	13.723	282	59.128
HAL1-1B_Cpo	14	115	129	237.64	11.467	18	339.5
LTR33	9	119	128	18.9	18.725	573	292.932
LTR37A	106	19	125	0	25.253	788	185.749
ERV2-5_CPo-I	98	25	123	156.62	14.611	1146	423.926
MTE-int	98	25	123	10.8	22.139	28	86.893
L1MB5	106	16	122	0	27.159	933	238.856
L1M3	113	7	120	8.1	23.919	274	266.891
LTR6I_Cpo	7	112	119	54.01	25.3	44560	259.191
LTR10_Cpo	119	0	119	32.41	0	1	44
rnd-6_family-761	119	0	119	164.73	7.432	220	55.945
LTR6H_Cpo	0	118	118	10.8	20.658	3468	152.093
rnd-6_family-4599	16	99	116	0	25.892	330	189.082
L1M5	54	61	115	580.59	25.328	9502	222.816
MTE-int	111	3	114	45.91	20.754	13	53.846
ERV2-5_CPo-I	42	72	114	5913.93	11.369	340	518.779
CAVID2	56	58	114	0	23.558	5640	60.181
L1-3_Cpo	37	76	113	54.01	22.725	1267	347.732
HAL1-4A_Cpo	88	24	112	48.61	21.648	1703	255.45
rnd-6_family-3198	112	0	112	27	24.426	489	220.272
rnd-6_family-1174	91	19	110	0	27.24	1593	286.751
L1MA5A	92	18	110	0	29.313	370	318.192
MER31B	96	14	110	0	24.921	190	214.895
L1-3_Cpo	68	41	109	626.5	18.261	1017	460.133
OldhAT1	76	33	109	35.11	20.318	5572	635.833
CAVID2B2	96	12	108	2727.43	17.946	7459	74.003
ERV2B2-CPo_LTR	7	100	107	81.01	9.102	572	317.182
L1M4c	14	92	106	0	25.633	866	277.024
MLT1D	77	28	105	648.1	11.708	2158	334.196
L3	78	28	105	124.22	27.834	90	380.622
ERV2-5_CPo-I	2	101	102	0	18.881	313	498.125
MamGypLTR1b	35	66	101	37.81	26.101	786	356.973
MER52-int	99	1	101	253.84	19.665	1316	271.674
LTR6E_Cpo	100	0	100	54.01	13.5	4	58.75
PB1D11	0	100	100	656.2	14.943	5904	129.019
LTR1_CPo	29	70	99	5.4	7.073	56	406.107
LTR11_Cpo	96	2	99	8.1	11.1	13	135.538
HAL1-3B_Cpo	52	46	98	29.7	14.373	142	179.803
L1-1H_Cpo	63	34	98	59.41	10.707	190	214.079
rnd-5_family-698	39	60	98	0	28.318	1092	521.514
MER2	19	77	96	16.2	24.921	10154	227.087
LTR2B_Cpo	48	47	96	5.4	24.881	1296	224.897
rnd-6_family-5489	61	34	95	2.7	16.258	81	488.136
MIRb	71	24	94	18.9	16.459	755	1022.246
L1-1H_Cpo	60	34	94	191.73	8.854	166	235.916
ERV2-5_CPo-LTR	10	84	93	153.92	16.662	1950	182.661
LTR6I_Cpo	28	64	93	94.51	17.547	823	315.931
rnd-6_family-7573	34	59	93	0	25.039	203	467.271
L1-2B_Cpo	92	0	92	5.4			
ERV2-3b_CPo-LTR	46	45	91	5.4	4.646	164	473.549
LTR3_Cpo	91	0	91	672.41	13.497	1869	340.677
rnd-6_family-871	0	90	91	0	26.554	887	301.625
ERV2-3_CPo-I	37	52	90	0	28.188	8	110.75
MIRc	19	71	90	108.02	7.283	279	805.047
L2d	48	39	88	40.51	16.221	1106	727.298
rnd-5_family-210	21	67	88	0	25.751	1185	286.826
rnd-6_family-1488	24	64	88	0	23.622	911	220.359
LTR4_Cpo	46	41	87	353.76	5.684	943	379.382
L1-4_Cpo	62	24	86	37.81	18.792	165	140.806
L1M5	33	53	86	0	11.552	231	161.247
BC1_Cp	24	61	85	197.13	14.966	924	440.978
L2a	85	0	85	67.51	18.941	1573	69.192
rnd-6_family-2539	30	55	85	13583.14	22.877	7055	52.555
ERV1A-CPo_I-int	9	75	84	18.9	22.986	129	148.101
L1-1H_Cpo	27	57	84	78.31	12.461	473	421.892
LTR84b	83	1	84	18.9	17.621	326	483.377
LTR16A	16	68	84	43.21	13.15	398	310.183
L1MC3	29	54	83	5.4	26.572	4381	267.567
LTR8_Cpo	80	0	80	256.54	6.142	43	73.233
ERV2-3_CPo-I	72	8	80	91.81			
HY1	80	0	80	18.9	15.238	561	101.579
ERV1NA-CPo_I-int	67	12	79	10.8	22.836	42	262.071
LTR8_Cpo	44	34	78	0	19.646	13	82.154
ERV2A-CPo_I-int	0	78	78	0	17.509	202	221.074
MLT1D	75	1	76	0	26.094	5552	210.747
LTR6I_Cpo	75	1	76	8.1	24.428	1766	187.391
rnd-6_family-5910	74	2	75	0	25.11	312	299.792
MER31B	75	0	75	0	25.652	1122	255.293
ERV1NA-CPo_I-int	0	74	74	86.41	11.516	264	366.811
HAL1-3A_Cpo	60	14	74	51.31	14.269	88	418.159
MLT1A0	2	72	74	0	26.918	6569	245.025
MER57D	68	7	74	0	24.826	751	222.951
LTR6E_Cpo	36	38	74	0	16.978	259	312.147
LTR8B_Cpo	33	41	74	2.7	21.974	417	235.614
MLT1C2	65	8	73	10.8	13.861	28	382.536
rnd-5_family-225	0	73	73	0	24.359	373	291.668
rnd-6_family-1640	0	73	73	0	25.42	376	268.779
Tigger1	24	49	73	0	26.624	222	398.428
L3	68	4	72	27	20.961	61	562.016
rnd-6_family-2214	11	61	72	5.4	22.273	652	224.825
CAVID2	36	35	71	13.5	19.616	777	344.912
STRIDE_Cpo	5	66	71	367.26	23.03	21591	95.08
LTR2B_Cpo	0	71	71	5.4	22.825	886	219.485
LTR6I_Cpo	1	69	70	0	20.375	289	100.54
LTR8C_CPo	43	27	70	799.33	10.27	76	176.434
rnd-5_family-1793	42	28	70	0	26.365	1498	245.494
LTR40b	68	2	70	0	26.148	121	193.05
L1-3A_Cpo	53	15	69	54.01	22.765	3104	277.869
rnd-5_family-2532	5	64	69	0	26.235	2976	211.307
rnd-6_family-1398	41	28	69	0	22.707	340	328.718
L1M5	16	53	69	0	9.405	148	101.439
RMER5	64	5	69	0	23.572	365	286.241
ERV1A1-CPo_LTR	8	60	68	121.52	5.59	427	296.262
L1-4_Cpo	65	3	68	0			
rnd-4_family-384	22	46	68	5.4	25.712	5081	244.559
L1-1A_Cpo	0	68	68	72.91	18.84	580	170.186
ERV2B-CPo_I-int	48	21	68	207.93	13.125	4	98
LTR6I_Cpo	27	40	67	2.7	24.063	1558	319.117
OldhAT1	26	41	66	16.2	17.743	1719	367.271
rnd-5_family-1161	18	48	66	2.7	24.411	2038	245.95
L1MC1	14	52	66	18.9	17.325	92	653.033
rnd-6_family-273	4	62	66	315.95	9.332	3213	88.597
L2	60	6	66	0	23.812	310	91.368
L1MB7	59	6	65	175.53	15.58	500	102.066
MLT1F2	41	24	65	24.3	19.598	3348	264.173
HAL1-4_Cpo	23	42	65	51.31	19.757	1972	323.652
L1MA6	35	30	65	0	27.181	5907	278.378
L1MDa	18	47	65	0	25.575	1564	322.707
Tigger1	37	28	65	2.7	24.822	426	505.528
L1-1B_Cpo	64	0	64	0	20.952	21	115.714
L1MCa	21	44	64	0	26.486	1128	286.962
HAL1-3C_Cpo	42	20	63	18.9	15.626	211	384.972
L2a	40	23	63	27	14.305	818	157.496
MER21B	40	23	63	0	25.283	699	277.542
L1M6	42	22	63	0	22.454	276	428.804
X9_LINE	60	3	63	10.8	19.177	405	388.526
STRIDE_Cpo	2	60	63	10.8	23.187	6888	42.17
LTR6I_Cpo	21	42	63	237.64	14.244	1123	264.308
L1MA7	30	32	62	18.9	20.439	112	72.312
MLT1J	48	14	62	8.1	24.28	1493	157.224
ERV2-3b_CPo-I	16	46	62	21.6	19.312	393	469.455
LTR7C_Cpo	29	32	61	0	14.128	78	369.359
LTR12B_Cpo	46	15	61	18.9	10.779	38	107.816
STRIDE_Cpo	29	32	61	35.11	23.882	6419	72.089
ORSL-2b	58	2	60	13.5	23.243	23203	81.37
L2	50	10	60	8.1	12.605	812	538.131
L1MC4	58	2	60	0	26.093	1423	211.819
MamSINE1	56	4	60	1080.17	18.023	159	380.151
L1-3_Cpo	42	17	59	8.1	20.646	1054	320.324
L1-1A_Cpo	18	40	58	40.51	17.655	44	129.977
HAL1-3C_Cpo	42	16	58	16.2	17.752	27	320.111
rnd-5_family-187	22	36	58	16.2	23.034	1447	266.639
L1MD	33	24	57	3426.84	18.459	57475	139.031
ERV1A-CPo_I-int	56	1	57	5.4	7.193	334	60.916
MER5A	1	55	56	8.1	25.134	6131	116.092
L1MCa	23	33	56	0	25.623	1110	228.32
LTR8C_CPo	24	32	56	2.7	23.59	277	252.585
LTR6I_Cpo	20	35	55	162.03	14.875	4	108.25
L1-3_Cpo	7	48	55	234.94	16.854	782	98.362
LTR2B2_Cpo	22	33	55	18.9	18.43	233	222.927
CAVID2D	0	55	55	5.4	22.918	445	258.169
CAVID	14	42	55	116.12	23.561	2285	91.084
L1-1_Cpo	23	31	54	16.2	12.874	38	634.842
rnd-6_family-3	52	2	54	16.2	10.533	536	347.285
MamGypsy2-I	1	53	54	10.8	16.027	173	545.22
LTR4C_Cpo	41	11	52	35.11	4.115	314	477.637
LTR7B_Cpo	24	28	52	5.4	11.286	177	391.271
ORR1E	10	42	52	0	25.027	5293	206.445
L1-4_Cpo	29	23	52	35.11	17.552	1046	346.924
rnd-1_family-411	48	4	52	178.23	19.422	171	303.608
rnd-4_family-352	2	50	52	2.7	20.921	270	165.022
STRIDE_Cpo	46	6	52	456.37	22.543	16138	107.991
rnd-6_family-1617	34	18	52	0	25.282	3002	153.953
L1MA6	28	23	51	0	26.859	3695	189.972
rnd-6_family-1662	50	1	51	0	25.072	614	271.963
rnd-6_family-845	51	0	51	0	26.34	750	123.007
HAL1-3B_Cpo	36	14	50	18.9	15.505	20	494.8
LTR86A1	49	1	50	75.61	16.928	430	739.419
rnd-5_family-342	31	19	50	251.14	20.716	2433	124.099
L1MD2	50	0	50	2.7	27.887	5304	240.797
STRIDE_Cpo	5	45	50	62.11	23.09	14374	116.928
rnd-6_family-3897	0	50	50	0	26.374	833	242.473
rnd-6_family-621	46	4	50	2.7	20.004	1485	193.719
LTR6H_Cpo	47	2	50	0	25.884	5445	184.762
rnd-5_family-647	18	31	49	0	25.777	883	239.326
rnd-6_family-1705	30	19	49	0	24.496	371	110.784
L1MA6	27	22	49	0	26.771	5590	282.347
L1ME4c	28	21	49	0	14.576	203	540.094
rnd-6_family-6037	35	14	49	0	26.245	968	217.019
L1MB3	24	24	48	10.8	22.677	13	250.308
ERV2A-CPo_I-int	17	31	48	16.2	26.035	143	186.713
rnd-5_family-1760	1	47	48	16.2	22.387	1286	250.144
L1-2_Cpo	48	0	48	2.7	19.988	42	178
LTR6I_Cpo	28	20	47	13.5	20.19	1079	280.837
rnd-6_family-1712	0	47	47	0	22.013	278	69.806
rnd-6_family-2024	47	0	47	0	25.354	949	283.883
ERV2-3c_CPo-LTR	18	28	46	56.71	8.2	4	132.25
AmnSINE1	18	28	46	8.1	16.155	49	192.49
HAL1-1A_Cpo	38	7	46	27	16.578	371	859.685
MLT2D	36	9	46	0	25.975	3286	197.661
AmnSINE1	39	7	46	83.71	13.596	868	854.461
rnd-6_family-8824	3	43	46	0	22.399	208	326.755
L1MA5	23	22	45	21.6	21.826	4639	191.461
LTR41	9	36	45	32.41	18.399	341	167.085
ERV1NA-CPo_I-int	20	25	45	40.51	16.595	186	209.032
X6B_LINE	9	36	45	229.54	20.353	178	530.713
L1MA6	25	20	45	5.4	22.613	6418	203.325
LTR6I_Cpo	22	23	45	0	24.361	1245	118.494
LTR77	3	42	45	0	25.876	723	354.986
L1-1C_Cpo	18	25	44	8.1	18.045	89	645.888
L1MA4A	37	6	43	89.11	20.483	1116	343.468
L1-1H_Cpo	2	41	43	0	24.159	1102	326.109
STRIDE_Cpo	20	23	42	62.11	19.94	1184	111.431
MER20	0	42	42	48.61	24.988	7991	147.626
ID-B1_Cpo	0	42	42	0	21.642	2143	235.153
STRIDE_Cpo	17	26	42	27	24.644	3977	50.5
rnd-6_family-4358	7	35	42	2.7	24.577	378	242.37
LTR2B2_Cpo	2	39	41	267.34	17.945	1325	280.153
STRIDE_Cpo	5	36	41	2921.86	7.826	739	62.382
X6B_LINE	38	3	41	94.51	10.378	395	302.276
LTR40c	41	0	41	0	27.132	1551	205.943
L1MCa	40	0	40	124.22	15.62	492	122.976
rnd-5_family-1578	12	28	40	0	25.417	724	291.535
L1MB3	17	22	39	5.4	26.097	6112	255.44
rnd-6_family-352	11	28	39	0	24.043	309	343.515
Tigger6	26	12	38	202.53	17.124	38	111.816
L1ME3	38	0	38	0	26.11	10785	331.695
rnd-5_family-1037	36	1	38	0	21.662	509	349.456
MER57-int	2	36	38	2.7	23.4	1240	222.1
MLT2B1	0	38	38	0	21.723	760	101.372
CAVID2D	3	35	38	8.1	20.047	271	179.155
MER52-int	37	0	37	2.7	17.311	810	227.488
rnd-6_family-25533	37	0	37	756.12	10.255	148	298.831
rnd-6_family-882	33	4	37	0	26.026	58	239.81
L1-1A_Cpo	21	15	36	21.6	11.135	198	698.025
rnd-5_family-1175	30	6	36	0	24.475	1153	259.634
rnd-5_family-197	23	13	36	326.75	24.195	1701	232.988
rnd-6_family-466	12	24	36	0	24.094	528	398.186
ERVL-E-int	6	29	35	153.92	14.308	626	93.002
rnd-1_family-270	32	3	35	0			
ERV2B-CPo_LTR	6	29	35	2.7	20.055	11	242.364
L1M4	2	33	35	0	25.106	7729	225.998
LTR6I_Cpo	6	29	35	0	25.205	2680	161.52
HAL1-4_Cpo	6	29	35	0	22.895	731	249.127
ERV1NA-CPo_I-int	1	33	34	35.11	17.56	937	599.172
rnd-6_family-1363	0	34	34	2.7	16.939	434	128.965
rnd-6_family-2435	16	18	34	2.7	24.701	1149	106.147
L1-4_Cpo	20	13	33	10.8	9.2	3	46
HAL1-2B_Cpo	31	3	33	5.4	23.201	72	129.917
MTEb	0	33	33	16.2	14.878	23	49.391
MER63B	5	28	33	0	26.696	917	129.072
LTR2B2_Cpo	3	30	33	8.1	18.988	685	250.527
rnd-6_family-2245	32	1	33	0	27.396	624	412.819
LTR6C2_Cpo	24	8	32	18.9	16.78	5	119.2
STRIDE_Cpo	22	9	32	86.41	20.762	1417	91.738
L2a	20	12	32	45.91	18.35	4	232.75
LTR6I_Cpo	18	14	32	0	23.81	1449	84.131
Zaphod3	12	20	32	10.8	15.974	1524	351.068
STRIDE_Cpo	24	7	32	3956.12	21.409	117811	150.821
L1M6	22	9	31	2.7	21.009	11	98.636
P7SL_Cpo	11	20	31	56.71	22.058	3364	249.582
L1-3_Cpo	5	26	31	0	17.483	1783	176.07
rnd-6_family-330	20	11	31	0	26.725	1230	513.829
ERV1NA-CPo_I-int	24	6	30	5.4	23.448	443	548.059
L1M5	0	30	30	202.53	11.898	835	260.04
L1-4_Cpo	15	15	30	10.8	20.532	477	549.285
LTR6I_Cpo	1	29	30	2.7	25.007	2488	97.508
L2	6	23	30	72.91	14.638	893	435.26
L1MC3	18	12	30	2.7	27.987	3115	231.559
L1M1	20	10	30	18.9	18.986	1090	389.174
rnd-6_family-10545	30	0	30	16.2	24.82	843	298.454
rnd-6_family-2218	27	3	30	7617.9	19.46	75	446.68
Tigger12	14	16	30	110.72	17.786	315	471.041
MER57C2	22	8	30	0	22.723	192	197.083
MER68	0	30	30	0	28.195	1222	287.244
rnd-6_family-929	6	24	30	0	20.166	174	200.695
LTR6D_Cpo	26	3	29	5.4			
L1-3_Cpo	8	21	29	129.62	17.723	233	77.914
MTE-int	29	0	29	18.9	18.732	44	47.864
Charlie12_Rodent	0	29	29	0	21.935	1622	163.247
L1-3A_Cpo	14	15	29	0	25.534	729	315.93
rnd-1_family-429	0	28	28	0	13.062	13	44.923
L1-1_Cpo	9	19	28	5.4	26.68	288	210.177
HAL1-4C_Cpo	16	12	28	64.81	17.439	961	391.901
rnd-5_family-2059	16	12	28	0	27.97	1195	239.403
rnd-5_family-888	14	15	28	0	26.537	1029	221.665
STRIDE_Cpo	0	28	28	27	13.274	605	44.093
rnd-6_family-1765	0	28	28	0	24.379	410	152.144
rnd-6_family-299	1	27	28	10.8	21.983	418	261.577
STRIDE_Cpo	2	26	28	1928.1	23.866	2952	57.548
rnd-6_family-941	28	0	28	0	24.775	1143	294.942
B1F1A	23	4	27	5452.16	15.814	7423	124.335
ERV2A3-CPo_LTR	22	6	27	43.21	7.471	56	341.5
ERV2B-CPo_LTR	6	21	27	37.81	16.71	70	238.086
L1-1F_Cpo	16	11	27	16.2	14.384	533	646.58
MLT2B3	1	26	27	2.7	24.157	7479	211.047
MER3	0	27	27	0	25.067	4217	141.096
STRIDE_Cpo	24	3	27	43.21	23.697	23266	118.207
rnd-4_family-38	2	24	26	0	25.695	3417	206.586
Tigger17d	25	0	26	280.84	15.185	2562	230.933
rnd-5_family-339	24	2	26	0	23.908	59	254.458
MER34	0	26	26	0	24.621	1337	255.116
LTR16C	10	16	26	0	28.015	1064	163.236
rnd-6_family-3007	25	1	26	5.4			
rnd-6_family-7260	0	26	26	0	25.755	120	246.217
LTR6I_Cpo	3	22	25	1774.18	14.953	607	193.071
L2a	25	0	25	18.9	21.06	5	291.6
MIRb	16	9	25	67.51	21.945	1496	227.324
L1MA4	0	25	25	0	24.539	1035	369.088
CAVID2B	2	23	25	16.2	22.067	6285	80.849
rnd-1_family-260	24	0	24	8.1			
STRIDE_Cpo	21	3	24	2811.14	15.414	1940	107.424
rnd-6_family-2741	24	0	24	0	22.588	564	95.094
rnd-6_family-5286	0	24	24	0	23.574	339	211.236
rnd-6_family-5484	20	5	24	0	23.812	288	379.865
ERV2B-CPo_I-int	16	8	24	59.41	11.688	458	836.404
L1MB4	23	0	23	302.45	18.781	8588	74.551
MER52-int	0	23	23	175.53	20.362	1013	123.855
PB1D7	19	4	23	4642.03	18.205	2397	82.309
ORR1E	20	2	23	2.7	27.176	15355	270.27
L1-4A_Cpo	1	22	23	0	21.174	120	319.125
rnd-6_family-2654	23	0	23	0	23.511	842	142.765
rnd-6_family-3975	16	7	23	0	25.153	232	257.522
MARNA	22	1	23	893.84	22.944	17774	330.842
rnd-6_family-506	1	22	23	2.7	22.278	475	257.105
MER57E1	5	18	23	2.7	23.62	1012	299.571
ERV2-5_CPo-LTR	4	18	22	0	0.494	78	444.038
L1-2_Cpo	6	15	22	16.2	18.924	679	418.315
MER67A	12	10	22	54.01	12.563	589	228.66
LTR6F_Cpo	0	22	22	143.12			
LTR6I_Cpo	0	22	22	145.82	15.169	190	81.163
ERV2-3c1_CPo-LTR	18	4	22	2.7			
ERV1NA-CPo_I-int	22	0	22	45.91	10.827	149	207.228
rnd-5_family-310	0	22	22	0	23.034	873	69.294
rnd-6_family-13874	10	12	22	0	22.314	289	291.343
L1-1H_Cpo	6	15	21	35.11	19.778	119	310.328
LTR8_Cpo	20	1	21	135.02	18.782	197	108.036
L1ME3F	20	1	21	178.23	19.165	1545	156.631
ERV1NA-CPo_I-int	0	21	21	75.61	6.451	250	171.164
L1MD	21	0	21	24.3	14.873	11	100.545
MER89	20	1	21	0	27.199	561	267.56
ID-B1_Cpo	16	4	20	118.82	22.005	976	78.455
L1-3_Cpo	0	20	20	105.32	21.413	300	142.633
OldhAT1	10	9	20	8.1	13.845	42	394.286
LTR8B_Cpo	16	4	20	21.6	19.795	85	345.812
L1M4c	0	19	20	0	27.334	322	331.199
rnd-6_family-377	0	20	20	10.8	25.132	682	114.023
ERV1NA-CPo_I-int	2	17	19	37.81	15.092	562	495.694
ERV1A-CPo_I-int	1	18	19	32.41	21.072	146	93.171
rnd-6_family-547	3	16	19	2.7	23.713	704	186.493
MLT1D	19	0	19	297.05	9.65	442	115.502
STRIDE_Cpo	0	18	18	18.9	17.391	46	50.196
STRIDE_Cpo	18	0	18	91.81	18.465	391	63.488
HAL1-2C_Cpo	16	1	18	8.1	18.833	3	128
ERVL-B4-int	0	18	18	59.41	11.462	311	71.961
MIR	18	0	18	5.4	23.475	32070	89.185
MLT1A1	2	16	18	5.4	23.536	2304	192.279
L1-2B_Cpo	6	12	18	0	26.162	307	167.046
rnd-6_family-1968	0	18	18	0	26.244	755	136.15
BC1_Cpo	17	0	17	8.1	23.53	1568	68.603
Charlie4a	17	0	17	83.71	15.807	499	54.078
L1M4	9	8	17	359.16	18.284	636	89.649
B1F1A	9	8	17	15408.63	19.885	5045	97.506
rnd-5_family-1223	17	0	17	83.71			
ID-B1_Cpo	4	13	17	13.5	18.121	1490	303.466
rnd-5_family-939	2	15	17	0	26.567	1183	299.187
Tigger1	15	2	17	0	23.284	286	162.476
rnd-6_family-14285	1	16	17	0	22.312	190	244.416
rnd-6_family-660	0	17	17	0	24.241	537	86.337
MTE-int	14	2	16	0	15.65	2	47
ID-B1_Cpo	11	5	16	8.1	7.168	19	39.947
LTR6I_Cpo	16	0	16	0	15.612	8	44.125
L1-4A_Cpo	11	5	16	3008.27	13.622	618	338.686
MLT1F	1	15	16	0	26.929	5318	174.869
MLT2B2	2	14	16	0	27.037	3283	217.409
LTR13_Cpo	14	2	16	10.8	20.564	606	89.46
LTR12C_Cpo	2	14	16	10.8	16.741	211	217.754
rnd-6_family-2848	9	7	16	0	23.704	2697	73.988
P7SL_Cpo	2	13	15	59449.87	22.684	1367	94.102
MTE-int	0	14	15	45.91	23.512	25	100.16
LTR6I_Cpo	9	6	15	580.59	20.24	476	162.866
rnd-1_family-279	10	6	15	0	19.5	3	86.333
ERV1NA-CPo_I-int	5	10	15	43.21	15.8	838	719.882
ID-B1_Cpo	7	7	15	513.08	20.777	1178	62.65
rnd-6_family-6221	0	15	15	0	25.843	404	263.54
LTR2B_Cpo	6	8	14	251.14	13.932	657	297.715
HAL1-3C_Cpo	2	11	14	16.2			
L1-1_Cpo	6	8	14	8.1	22.883	18	164.444
L1-4_Cpo	12	2	14	1212.49	16.477	1295	113.085
L1-1E_Cpo	9	5	14	13.5	16.832	246	170.837
L1-3_Cpo	0	14	14	10.8	21.679	17240	131.1
rnd-4_family-116	6	8	14	0	24.557	5043	131.852
7SK	0	14	14	5.4	19.942	586	180.41
Tigger17a	13	1	14	0	26.533	1466	309.068
L1M4	0	14	14	0	22.949	275	585.185
rnd-6_family-11472	0	14	14	0	27.431	250	258.788
rnd-6_family-209	0	14	14	0	24.024	215	115.972
rnd-6_family-5498	7	7	14	0	26.16	494	359.395
rnd-6_family-873	4	10	14	0	25.857	321	347.05
LTR2C_Cpo	1	12	13	826.33	18.389	1388	274.316
rnd-1_family-405	0	13	13	10.8	13.706	474	124.082
B1F1A	7	6	13	297.05	15.983	6	43.833
L1-1E_Cpo	2	12	13	16.2	21.041	285	393.182
L1MA9	12	0	13	0	22.78	4988	160.261
MER34A1	11	2	13	0	24.213	996	184.717
rnd-6_family-2276	2	11	13	2.7	22.446	420	303.271
rnd-6_family-833	13	0	13	0	26.18	223	117.453
ERV2A-CPo_LTR	0	12	12	423.97	9.989	686	340.558
ORR1E	12	0	12	8.1	24.741	3705	158.145
ERV2A2-CPo_LTR	0	12	12	0	16.17	23	26.87
ID-B1_Cpo	5	7	12	353.76	19.573	15	56.933
HAL1-4A_Cpo	6	6	12	966.75	13.692	542	125.849
L1-1C_Cpo	0	12	12	10.8	22.656	4602	169.21
L2c	0	12	12	10.8	22.919	1844	80.145
L1-1_Cpo	0	12	12	32.41	9.095	512	340.697
L1MA10	0	12	12	0	24.74	551	135.172
MLT1F2	8	4	12	0	26.358	988	145.51
LTR37A	11	1	12	0	25.79	497	188.376
L1-4_Cpo	12	0	12	91.81	11.399	527	126.744
LTR4_Cpo	0	12	12	5.4	9.842	19	160.211
L1-2B_Cpo	1	10	11	5.4	16.15	12	82.25
L1-3_Cpo	0	11	11	40.51	16.835	26	59.692
L3	4	7	11	64.81	14.926	110	234.518
rnd-6_family-2163	4	7	11	0	23.446	248	90.302
rnd-6_family-2927	10	1	11	0	24.78	490	184.19
rnd-6_family-467	1	10	11	0	19.442	380	207.087
MIRb	2	9	11	5.4	17.469	801	51.537
L1MEc	5	6	11	0	24.88	325	179.074
MLT1A0	8	3	11	0	23.985	798	116.776
L1-1A_Cpo	6	4	10	2.7	27.586	28	184.714
L1-1H_Cpo	1	9	10	16.2	19.14	5	123.6
HAL1-4C_Cpo	10	0	10	5.4	19.8	6	101.5
Tigger17b	2	8	10	70.21	13.649	84	70.56
ERV1NA-CPo_I-int	10	0	10	0	22.48	10	108
L1MC1	1	9	10	0	25.478	4642	232.124
rnd-5_family-120	0	10	10	0	25.708	2004	184.539
L1MB3	0	10	10	0	23.465	1474	182.616
rnd-6_family-14530	4	6	10	21.6	19.265	373	325.056
rnd-6_family-1537	2	8	10	0	26.875	1188	190.226
CAVID2D	4	6	10	29.7	18.6	1199	127.334
ERV2-3c_CPo-I	10	0	10	0			
ERV2-3c_CPo-I	9	1	10	1085.57	6.014	236	181.877
MARNA	4	5	9	1074.77	20.888	10424	189.697
rnd-1_family-272	4	6	9	18.9	21.318	163	202.767
HAL1-4_Cpo	5	4	9	8.1	24.032	34	141.471
MLT1C	2	7	9	0	26.253	12377	227.367
rnd-6_family-1123	9	0	9	0	26.338	968	141.779
MER5A1	0	9	9	0	23.849	3202	102.533
HAL1-2C_Cpo	8	1	9	40.51	14.651	423	554.291
rnd-6_family-4221	9	0	9	0	24.954	1044	177.207
L1-1_Cpo	4	3	8	0	25.445	31	153.161
L1-3_Cpo	5	3	8	124.22	21.278	272	103.353
L1-1H_Cpo	3	6	8	37.81	16.25	2	228
L1-1F_Cpo	6	3	8	54.01	19.336	150	262.08
STRIDE_Cpo	6	1	8	885.74	19.04	144	76.681
MLT1J1	2	6	8	256.54	14.83	897	268.998
ERV1NA-CPo_I-int	0	8	8	10.8	22.907	122	338.574
LTR2C_Cpo	8	0	8	35.11	18.678	9	107.889
ERV1NA-CPo_I-int	4	4	8	81.01	17.89	270	362.996
L1-1B_Cpo	8	0	8	0	9.1	1	32
B1F1A	2	6	8	4018.23	14.518	103	44.243
rnd-5_family-135	8	0	8	2.7	23.058	5802	68.421
L1-3_Cpo	7	1	8	13.5	8.25	477	505.748
rnd-5_family-794	0	8	8	0	26.349	475	267.469
MLT1G1	8	0	8	13.5	14.264	419	192.079
rnd-6_family-238	2	6	8	0	24.174	385	260.447
L1MB2	8	0	8	0	23.884	156	165.128
rnd-6_family-2702	0	8	8	0	24.388	277	348.639
L1MB5	0	8	8	29.7	7.164	529	164.565
L1-1H_Cpo	3	4	7	0	18.65	6	45.167
HAL1-2C_Cpo	7	0	7	45.91	11.017	6	108.833
STRIDE_Cpo	6	1	7	94.51	20.065	362	83.017
rnd-1_family-302	7	0	7	0			
ERV1NA-CPo_I-int	0	7	7	75.61	8.89	200	259.45
rnd-1_family-404	7	0	7	16.2	16.066	736	115.609
STRIDE_Cpo	5	2	7	1234.09	20.77	1626	89.902
ERV2-3_CPo-I	0	7	7	81.01	3.02	5	32
rnd-5_family-545	0	7	7	0	23.891	3583	160.925
rnd-5_family-757	1	6	7	148.52	20.693	1014	257.831
L1-3A_Cpo	3	4	7	0	25.719	478	579.059
L2b	3	4	7	48.61	21.419	505	237.469
rnd-6_family-2725	7	0	7	0	26.007	771	260.584
rnd-6_family-6716	7	0	7	2.7	24.144	378	186.725
L1-1H_Cpo	3	4	6	2.7	28.522	23	199.739
MER46C	0	6	6	43.21	21.382	5817	151.566
